variable,cycle,table,raw_name,weight,description,category,in_dataset,units,chemical_family
WT_URX2DC,2005-2006,SSUVOC_D,,,"Survey weights for N-acetyl-S-(2,2-Dichlorovinyl)-L-cysteine",Survey Weights - Chemicals,Weights,NA,NA
WT_URX2DC,2011-2012,UVOC_G,,,"Survey weights for N-acetyl-S-(2,2-Dichlorovinyl)-L-cysteine",Survey Weights - Chemicals,Weights,NA,NA
WT_URX2DC,2013-2014,UVOC_H,,,"Survey weights for N-acetyl-S-(2,2-Dichlorovinyl)-L-cysteine",Survey Weights - Chemicals,Weights,NA,NA
WT_URX2DC,2015-2016,UVOC_I,,,"Survey weights for N-acetyl-S-(2,2-Dichlorovinyl)-L-cysteine",Survey Weights - Chemicals,Weights,NA,NA
WT_URX2MH,2005-2006,SSUVOC_D,,,Survey weights for 2-Methylhippuric acid,Survey Weights - Chemicals,Weights,NA,NA
WT_URX2MH,2011-2012,UVOC_G,,,Survey weights for 2-Methylhippuric acid,Survey Weights - Chemicals,Weights,NA,NA
WT_URX2MH,2013-2014,UVOC_H,,,Survey weights for 2-Methylhippuric acid,Survey Weights - Chemicals,Weights,NA,NA
WT_URX2MH,2015-2016,UVOC_I,,,Survey weights for 2-Methylhippuric acid,Survey Weights - Chemicals,Weights,NA,NA
WT_URX2NP,2013-2014,AA_H,,,"Survey weights for 2-Aminonaphthalene, urine",Survey Weights - Chemicals,Weights,NA,NA
WT_URX34M,2005-2006,SSUVOC_D,,,Survey weights for 3-methylhippuric acid & 4-methylhippuric acid,Survey Weights - Chemicals,Weights,NA,NA
WT_URX34M,2011-2012,UVOC_G,,,Survey weights for 3-methylhippuric acid & 4-methylhippuric acid,Survey Weights - Chemicals,Weights,NA,NA
WT_URX34M,2013-2014,UVOC_H,,,Survey weights for 3-methylhippuric acid & 4-methylhippuric acid,Survey Weights - Chemicals,Weights,NA,NA
WT_URX34M,2015-2016,UVOC_I,,,Survey weights for 3-methylhippuric acid & 4-methylhippuric acid,Survey Weights - Chemicals,Weights,NA,NA
WT_URX3TB,2003-2004,L24PP_C,,,"Survey weights for 2,4,6-trichlorophenol",Survey Weights - Chemicals,Weights,NA,NA
WT_URX3TB,2005-2006,PP_D,,,"Survey weights for 2,4,6-trichlorophenol",Survey Weights - Chemicals,Weights,NA,NA
WT_URX3TB,2007-2008,PP_E,,,"Survey weights for 2,4,6-trichlorophenol",Survey Weights - Chemicals,Weights,NA,NA
WT_URX3TB,2009-2010,PP_F,,,"Survey weights for 2,4,6-trichlorophenol",Survey Weights - Chemicals,Weights,NA,NA
WT_URX4BP,2013-2014,AA_H,,,"Survey weights for 4-Aminobiphenyl, urine",Survey Weights - Chemicals,Weights,NA,NA
WT_URX4FP,2001-2002,L26PP_B,,,Survey weights for 4-fluoro-3-phenoxybenzoic acid,Survey Weights - Chemicals,Weights,NA,NA
WT_URX4FP,1999-2000,LAB26PP,,,Survey weights for 4-fluoro-3-phenoxybenzoic acid,Survey Weights - Chemicals,Weights,NA,NA
WT_URX4FP,2007-2008,UPHOPM_E,,,Survey weights for 4-fluoro-3-phenoxybenzoic acid,Survey Weights - Chemicals,Weights,NA,NA
WT_URX4FP,2009-2010,UPHOPM_F,,,Survey weights for 4-fluoro-3-phenoxybenzoic acid,Survey Weights - Chemicals,Weights,NA,NA
WT_URX4FP,2011-2012,UPHOPM_G,,,Survey weights for 4-fluoro-3-phenoxybenzoic acid,Survey Weights - Chemicals,Weights,NA,NA
WT_URX4FP,2013-2014,UPHOPM_H,,,Survey weights for 4-fluoro-3-phenoxybenzoic acid,Survey Weights - Chemicals,Weights,NA,NA
WT_URX4MDA,2015-2016,UADM_I,,,"Survey weights for 4,4'-Diaminodiphenylmethane",Survey Weights - Chemicals,Weights,NA,NA
WT_URX4TDA,2015-2016,UADM_I,,,"Survey weights for 2,4-Diaminotoluene",Survey Weights - Chemicals,Weights,NA,NA
WT_URX4TO,2005-2006,EPH_D,,,Survey weights for Urinary 4-tert-octylphenol,Survey Weights - Chemicals,Weights,NA,NA
WT_URX4TO,2007-2008,EPH_E,,,Survey weights for Urinary 4-tert-octylphenol,Survey Weights - Chemicals,Weights,NA,NA
WT_URX4TO,2009-2010,EPH_F,,,Survey weights for Urinary 4-tert-octylphenol,Survey Weights - Chemicals,Weights,NA,NA
WT_URX5NDA,2015-2016,UADM_I,,,"Survey weights for 1,5-Diaminonaphthalene",Survey Weights - Chemicals,Weights,NA,NA
WT_URX6TDA,2015-2016,UADM_I,,,"Survey weights for 2,6-Diaminotoluene",Survey Weights - Chemicals,Weights,NA,NA
WT_URXAAC,2013-2014,HCAA_H,,,"Survey weights for 2-Amino-9H-pyrido[2,3-b]indole",Survey Weights - Chemicals,Weights,NA,NA
WT_URXAAM,2005-2006,SSUVOC_D,,,Survey weights for N-acetyl-S-(2-carbamoylethyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXAAM,2011-2012,UVOC_G,,,Survey weights for N-acetyl-S-(2-carbamoylethyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXAAM,2013-2014,UVOC_H,,,Survey weights for N-acetyl-S-(2-carbamoylethyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXAAM,2015-2016,UVOC_I,,,Survey weights for N-acetyl-S-(2-carbamoylethyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXAAZ,2007-2008,UAM_E,,,Survey weights for Atrazine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXACE,2001-2002,L26PP_B,,,Survey weights for Acetochlor mercapturate,Survey Weights - Chemicals,Weights,NA,NA
WT_URXALA,1999-2000,LAB26PP,,,Survey weights for Alachlor mercapturate,Survey Weights - Chemicals,Weights,NA,NA
WT_URXAMC,2005-2006,SSUVOC_D,,,Survey weights for N-acetyl-S-(N-methylcarbamoyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXAMC,2011-2012,UVOC_G,,,Survey weights for N-acetyl-S-(N-methylcarbamoyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXAMC,2013-2014,UVOC_H,,,Survey weights for N-acetyl-S-(N-methylcarbamoyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXAMC,2015-2016,UVOC_I,,,Survey weights for N-acetyl-S-(N-methylcarbamoyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXANBT,2013-2014,UCOT_H,,,"Survey weights for Anabasine, urine",Survey Weights - Chemicals,Weights,NA,NA
WT_URXANBT,2015-2016,UCOT_I,,,"Survey weights for Anabasine, urine",Survey Weights - Chemicals,Weights,NA,NA
WT_URXANBT,2017-2018,UCOT_J,,,"Survey weights for Anabasine, urine",Survey Weights - Chemicals,Weights,NA,NA
WT_URXANS,2013-2014,AA_H,,,"Survey weights for o-Anisidine, urine",Survey Weights - Chemicals,Weights,NA,NA
WT_URXANTT,2013-2014,UCOT_H,,,"Survey weights for Anatabine, urine",Survey Weights - Chemicals,Weights,NA,NA
WT_URXANTT,2015-2016,UCOT_I,,,"Survey weights for Anatabine, urine",Survey Weights - Chemicals,Weights,NA,NA
WT_URXANTT,2017-2018,UCOT_J,,,"Survey weights for Anatabine, urine",Survey Weights - Chemicals,Weights,NA,NA
WT_URXAPE,2003-2004,L26UPP_C,,,Survey weights for Acephate,Survey Weights - Chemicals,Weights,NA,NA
WT_URXAPE,2005-2006,CARB_D,,,Survey weights for Acephate,Survey Weights - Chemicals,Weights,NA,NA
WT_URXAPE,2007-2008,CARB_E,,,Survey weights for Acephate,Survey Weights - Chemicals,Weights,NA,NA
WT_URXATC,2005-2006,SSUVOC_D,,,Survey weights for 2-Aminothiazole-4-carboxylic acid,Survey Weights - Chemicals,Weights,NA,NA
WT_URXATC,2011-2012,UVOC_G,,,Survey weights for 2-Aminothiazole-4-carboxylic acid,Survey Weights - Chemicals,Weights,NA,NA
WT_URXATC,2013-2014,UVOC_H,,,Survey weights for 2-Aminothiazole-4-carboxylic acid,Survey Weights - Chemicals,Weights,NA,NA
WT_URXATC,2015-2016,UVOC_I,,,Survey weights for 2-Aminothiazole-4-carboxylic acid,Survey Weights - Chemicals,Weights,NA,NA
WT_URXATZ,2001-2002,L26PP_B,,,Survey weights for Atrazine mercapturate,Survey Weights - Chemicals,Weights,NA,NA
WT_URXATZ,1999-2000,LAB26PP,,,Survey weights for Atrazine mercapturate,Survey Weights - Chemicals,Weights,NA,NA
WT_URXATZ,2007-2008,UAM_E,,,Survey weights for Atrazine mercapturate,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBMA,2005-2006,SSUVOC_D,,,Survey weights for N-Acetyl-S-(benzyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBMA,2011-2012,UVOC_G,,,Survey weights for N-Acetyl-S-(benzyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBMA,2013-2014,UVOC_H,,,Survey weights for N-Acetyl-S-(benzyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBMA,2015-2016,UVOC_I,,,Survey weights for N-Acetyl-S-(benzyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBP3,2003-2004,L24EPH_C,,,Survey weights for Urinary Benzophenone-3,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBP3,2005-2006,EPH_D,,,Survey weights for Urinary Benzophenone-3,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBP3,2007-2008,EPH_E,,,Survey weights for Urinary Benzophenone-3,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBP3,2009-2010,EPH_F,,,Survey weights for Urinary Benzophenone-3,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBP3,2011-2012,EPH_G,,,Survey weights for Urinary Benzophenone-3,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBP3,2013-2014,EPHPP_H,,,Survey weights for Urinary Benzophenone-3,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBP3,2015-2016,EPHPP_I,,,Survey weights for Urinary Benzophenone-3,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBPF,2013-2014,EPHPP_H,,,Survey weights for Urinary Bisphenol F,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBPF,2015-2016,EPHPP_I,,,Survey weights for Urinary Bisphenol F,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBPH,2003-2004,L24EPH_C,,,Survey weights for Urinary Bisphenol A,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBPH,2005-2006,EPH_D,,,Survey weights for Urinary Bisphenol A,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBPH,2007-2008,EPH_E,,,Survey weights for Urinary Bisphenol A,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBPH,2009-2010,EPH_F,,,Survey weights for Urinary Bisphenol A,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBPH,2011-2012,EPH_G,,,Survey weights for Urinary Bisphenol A,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBPH,2013-2014,EPHPP_H,,,Survey weights for Urinary Bisphenol A,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBPH,2015-2016,EPHPP_I,,,Survey weights for Urinary Bisphenol A,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBPM,2005-2006,SSUVOC_D,,,Survey weights for N-Acetyl-S-(n-propyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBPM,2011-2012,UVOC_G,,,Survey weights for N-Acetyl-S-(n-propyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBPM,2013-2014,UVOC_H,,,Survey weights for N-Acetyl-S-(n-propyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBPM,2015-2016,UVOC_I,,,Survey weights for N-Acetyl-S-(n-propyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBPS,2013-2014,EPHPP_H,,,Survey weights for Urinary Bisphenol S,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBPS,2015-2016,EPHPP_I,,,Survey weights for Urinary Bisphenol S,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBSM,2003-2004,L26UPP_C,,,Survey weights for Bensulfuron methyl,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBSM,2005-2006,UPP_D,,,Survey weights for Bensulfuron methyl,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBSM,2007-2008,UPP_E,,,Survey weights for Bensulfuron methyl,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBUP,2005-2006,EPH_D,,,Survey weights for Butyl paraben,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBUP,2007-2008,EPH_E,,,Survey weights for Butyl paraben,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBUP,2009-2010,EPH_F,,,Survey weights for Butyl paraben,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBUP,2011-2012,EPH_G,,,Survey weights for Butyl paraben,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBUP,2013-2014,EPHPP_H,,,Survey weights for Butyl paraben,Survey Weights - Chemicals,Weights,NA,NA
WT_URXBUP,2015-2016,EPHPP_I,,,Survey weights for Butyl paraben,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCB3,2001-2002,L26PP_B,,,"Survey weights for cis-3-(2,2-dibromovinyl)-2,2-dimethylcyclopropane carboxylic acid",Survey Weights - Chemicals,Weights,NA,NA
WT_URXCB3,1999-2000,LAB26PP,,,"Survey weights for cis-3-(2,2-dibromovinyl)-2,2-dimethylcyclopropane carboxylic acid",Survey Weights - Chemicals,Weights,NA,NA
WT_URXCB3,2007-2008,UPHOPM_E,,,"Survey weights for cis-3-(2,2-dibromovinyl)-2,2-dimethylcyclopropane carboxylic acid",Survey Weights - Chemicals,Weights,NA,NA
WT_URXCB3,2009-2010,UPHOPM_F,,,"Survey weights for cis-3-(2,2-dibromovinyl)-2,2-dimethylcyclopropane carboxylic acid",Survey Weights - Chemicals,Weights,NA,NA
WT_URXCBF,2003-2004,L26UPP_C,,,Survey weights for Carbofuranphenol,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCBF,2001-2002,L26PP_B,,,Survey weights for Carbofuranphenol,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCBF,1999-2000,LAB26PP,,,Survey weights for Carbofuranphenol,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCCC,2001-2002,L26PP_B,,,"Survey weights for cis-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane carboxylic acid",Survey Weights - Chemicals,Weights,NA,NA
WT_URXCCC,1999-2000,LAB26PP,,,"Survey weights for cis-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane carboxylic acid",Survey Weights - Chemicals,Weights,NA,NA
WT_URXCEM,2005-2006,SSUVOC_D,,,Survey weights for N-acetyl-S-(2-Carboxyethyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCEM,2011-2012,UVOC_G,,,Survey weights for N-acetyl-S-(2-Carboxyethyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCEM,2013-2014,UVOC_H,,,Survey weights for N-acetyl-S-(2-Carboxyethyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCEM,2015-2016,UVOC_I,,,Survey weights for N-acetyl-S-(2-Carboxyethyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCHS,2003-2004,L26UPP_C,,,Survey weights for Chlorsulfuron,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCHS,2005-2006,UPP_D,,,Survey weights for Chlorsulfuron,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCHS,2007-2008,UPP_E,,,Survey weights for Chlorsulfuron,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCMH,2001-2002,L26PP_B,,,Survey weights for 3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCNP,2005-2006,PHTHTE_D,,,Survey weights for Mono(carboxynonyl) phthalate,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCNP,2007-2008,PHTHTE_E,,,Survey weights for Mono(carboxynonyl) phthalate,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCNP,2009-2010,PHTHTE_F,,,Survey weights for Mono(carboxynonyl) phthalate,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCNP,2011-2012,PHTHTE_G,,,Survey weights for Mono(carboxynonyl) phthalate,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCNP,2013-2014,PHTHTE_H,,,Survey weights for Mono(carboxynonyl) phthalate,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCNP,2015-2016,PHTHTE_I,,,Survey weights for Mono(carboxynonyl) phthalate,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCNP,2017-2018,PHTHTE_J,,,Survey weights for Mono(carboxynonyl) phthalate,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCOP,2005-2006,PHTHTE_D,,,Survey weights for Mono(carboxyoctyl) phthalate,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCOP,2007-2008,PHTHTE_E,,,Survey weights for Mono(carboxyoctyl) phthalate,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCOP,2009-2010,PHTHTE_F,,,Survey weights for Mono(carboxyoctyl) phthalate,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCOP,2011-2012,PHTHTE_G,,,Survey weights for Mono(carboxyoctyl) phthalate,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCOP,2013-2014,PHTHTE_H,,,Survey weights for Mono(carboxyoctyl) phthalate,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCOP,2015-2016,PHTHTE_I,,,Survey weights for Mono(carboxyoctyl) phthalate,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCOP,2017-2018,PHTHTE_J,,,Survey weights for Mono(carboxyoctyl) phthalate,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCOTT,2013-2014,UCOT_H,,,"Survey weights for Total Cotinine, urine",Survey Weights - Chemicals,Weights,NA,NA
WT_URXCOTT,2015-2016,UCOT_I,,,"Survey weights for Total Cotinine, urine",Survey Weights - Chemicals,Weights,NA,NA
WT_URXCOTT,2017-2018,UCOT_J,,,"Survey weights for Total Cotinine, urine",Survey Weights - Chemicals,Weights,NA,NA
WT_URXCOXT,2013-2014,UCOT_H,,,"Survey weights for Cotinine-n-oxide, urine",Survey Weights - Chemicals,Weights,NA,NA
WT_URXCOXT,2015-2016,UCOT_I,,,"Survey weights for Cotinine-n-oxide, urine",Survey Weights - Chemicals,Weights,NA,NA
WT_URXCOXT,2017-2018,UCOT_J,,,"Survey weights for Cotinine-n-oxide, urine",Survey Weights - Chemicals,Weights,NA,NA
WT_URXCPM,2001-2002,L26PP_B,,,"Survey weights for 3,5,6-trichloropyridinol",Survey Weights - Chemicals,Weights,NA,NA
WT_URXCPM,1999-2000,LAB26PP,,,"Survey weights for 3,5,6-trichloropyridinol",Survey Weights - Chemicals,Weights,NA,NA
WT_URXCPM,2007-2008,UPHOPM_E,,,"Survey weights for 3,5,6-trichloropyridinol",Survey Weights - Chemicals,Weights,NA,NA
WT_URXCPM,2009-2010,UPHOPM_F,,,"Survey weights for 3,5,6-trichloropyridinol",Survey Weights - Chemicals,Weights,NA,NA
WT_URXCPM,2013-2014,UPHOPM_H,,,"Survey weights for 3,5,6-trichloropyridinol",Survey Weights - Chemicals,Weights,NA,NA
WT_URXCYHA,2015-2016,UVOC_I,,,Survey weights for N-Acetyl-S-(1-cyano-2-hydroxyethyl)-L-cysteine (CYHA),Survey Weights - Chemicals,Weights,NA,NA
WT_URXCYM,2005-2006,SSUVOC_D,,,Survey weights for N-acetyl-S-(2-cyanoethyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCYM,2011-2012,UVOC_G,,,Survey weights for N-acetyl-S-(2-cyanoethyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCYM,2013-2014,UVOC_H,,,Survey weights for N-acetyl-S-(2-cyanoethyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXCYM,2015-2016,UVOC_I,,,Survey weights for N-acetyl-S-(2-cyanoethyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDAZ,2003-2004,L06PHY_C,,,Survey weights for Daidzein,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDAZ,2005-2006,PHYTO_D,,,Survey weights for Daidzein,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDAZ,2009-2010,PHYTO_F,,,Survey weights for Daidzein,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDAZ,2007-2008,PHYTO_E,,,Survey weights for Daidzein,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDAZ,1999-2000,PHPYPA,,,Survey weights for Daidzein,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDAZ,2001-2002,PHPYPA_B,,,Survey weights for Daidzein,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDCB,2003-2004,L24PP_C,,,"Survey weights for 2,4-dichlorophenol",Survey Weights - Chemicals,Weights,NA,NA
WT_URXDCB,2005-2006,PP_D,,,"Survey weights for 2,4-dichlorophenol",Survey Weights - Chemicals,Weights,NA,NA
WT_URXDCB,2007-2008,PP_E,,,"Survey weights for 2,4-dichlorophenol",Survey Weights - Chemicals,Weights,NA,NA
WT_URXDCB,2009-2010,PP_F,,,"Survey weights for 2,4-dichlorophenol",Survey Weights - Chemicals,Weights,NA,NA
WT_URXDCB,2011-2012,PP_G,,,"Survey weights for 2,4-dichlorophenol",Survey Weights - Chemicals,Weights,NA,NA
WT_URXDCB,2013-2014,EPHPP_H,,,"Survey weights for 2,4-dichlorophenol",Survey Weights - Chemicals,Weights,NA,NA
WT_URXDCB,2015-2016,EPHPP_I,,,"Survey weights for 2,4-dichlorophenol",Survey Weights - Chemicals,Weights,NA,NA
WT_URXDCZ,2007-2008,UAM_E,,,Survey weights for Diaminochloroatrazine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDEA,2007-2008,DEET_E,,,Survey weights for DEET acid,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDEA,2015-2016,DEET_I,,,Survey weights for DEET acid,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDEA,2009-2010,DEET_F,,,Survey weights for DEET acid,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDEA,2011-2012,DEET_G,,,Survey weights for DEET acid,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDEA,2013-2014,DEET_H,,,Survey weights for DEET acid,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDEE,2001-2002,L26PP_B,,,Survey weights for DEET,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDEE,1999-2000,LAB26PP,,,Survey weights for DEET,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDEE,2007-2008,DEET_E,,,Survey weights for DEET,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDEE,2009-2010,DEET_F,,,Survey weights for DEET,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDEE,2011-2012,DEET_G,,,Survey weights for DEET,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDEE,2013-2014,DEET_H,,,Survey weights for DEET,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDHB,2005-2006,SSUVOC_D,,,"Survey weights for N-acetyl-S-(3,4-dihydroxybutyl)-L-cysteine",Survey Weights - Chemicals,Weights,NA,NA
WT_URXDHB,2011-2012,UVOC_G,,,"Survey weights for N-acetyl-S-(3,4-dihydroxybutyl)-L-cysteine",Survey Weights - Chemicals,Weights,NA,NA
WT_URXDHB,2013-2014,UVOC_H,,,"Survey weights for N-acetyl-S-(3,4-dihydroxybutyl)-L-cysteine",Survey Weights - Chemicals,Weights,NA,NA
WT_URXDHB,2015-2016,UVOC_I,,,"Survey weights for N-acetyl-S-(3,4-dihydroxybutyl)-L-cysteine",Survey Weights - Chemicals,Weights,NA,NA
WT_URXDHD,2007-2008,DEET_E,,,Survey weights for Desethyl hydroxy DEET,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDHD,2009-2010,DEET_F,,,Survey weights for Desethyl hydroxy DEET,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDHD,2011-2012,DEET_G,,,Survey weights for Desethyl hydroxy DEET,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDHD,2013-2014,DEET_H,,,Survey weights for Desethyl hydroxy DEET,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDMA,2003-2004,L06PHY_C,,,Survey weights for o-Desmethylangolensin (O-DMA),Survey Weights - Chemicals,Weights,NA,NA
WT_URXDMA,2005-2006,PHYTO_D,,,Survey weights for o-Desmethylangolensin (O-DMA),Survey Weights - Chemicals,Weights,NA,NA
WT_URXDMA,2009-2010,PHYTO_F,,,Survey weights for o-Desmethylangolensin (O-DMA),Survey Weights - Chemicals,Weights,NA,NA
WT_URXDMA,2007-2008,PHYTO_E,,,Survey weights for o-Desmethylangolensin (O-DMA),Survey Weights - Chemicals,Weights,NA,NA
WT_URXDMA,1999-2000,PHPYPA,,,Survey weights for o-Desmethylangolensin (O-DMA),Survey Weights - Chemicals,Weights,NA,NA
WT_URXDMA,2001-2002,PHPYPA_B,,,Survey weights for o-Desmethylangolensin (O-DMA),Survey Weights - Chemicals,Weights,NA,NA
WT_URXDMN,2013-2014,AA_H,,,"Survey weights for 2,6-Dimethylaniline, urine",Survey Weights - Chemicals,Weights,NA,NA
WT_URXDPM,2005-2006,SSUVOC_D,,,Survey weights for N-acetyl-S-(dimethylphenyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDPM,2011-2012,UVOC_G,,,Survey weights for N-acetyl-S-(dimethylphenyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDPM,2013-2014,UVOC_H,,,Survey weights for N-acetyl-S-(dimethylphenyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDPM,2015-2016,UVOC_I,,,Survey weights for N-acetyl-S-(dimethylphenyl)-L-cysteine,Survey Weights - Chemicals,Weights,NA,NA
WT_URXDPY,2001-2002,L26PP_B,,,Survey weights for 2-(diethylamino)-6-methylpyrimidin-4-ol/one,Survey Weights - Chemicals,Weights,NA,NA
